text,label
train late hai ,0
தயவசயத உஙகள மடககணனய கணட வரஙகள,0
lsd ka re rate bata,1
কন ছব আসন,0
toh yaar ,1
"ATM blocked, send anna OTP",1
heroin ka karun source chahiye,1
కటమన యకక మలనన పపడ,1
phone aapde charge karna tame,0
any dope celebration pls tonight,1
have aapde angstrom ha bhai Nice day,0
hash re ke toh karaycha nako contacts bhej,1
slap chahiye jaldi ,1
mat karna aaj bhai main late aaunga bhai,0
haan let second catch up soon,0
CAN TOH NA YOU SHARE THE MEETING LINK,0
पढर पवडर फकस कर,1
kya tum paani laa nako ho sakte bhau ho,0
thoda maal fix karwa,1
nanba seri seri College ka project submit karna hai.,0
anna nanba seri,1
illa abhi tum illa kahan ho nanba,0
did you plz get my message,0
તમર કલ મસ હલમયમ ગય,0
lysergic acid diethylamide party plz ke plz liye chahiye bhai,1
exam yaar ache gaye,0
SLAP LAA ABHI,1
anna rhenium nanba,1
plz project par accha kaam kiya,0
re plz tame,1
"आपण नतर बल, त आमच मतर आहस",0
who s bhau selling toh dope karun,1
don ho t forget to smile bhau ho,0
म कटमइन क वयवसथ कर सकत ह,1
muskuraana mat na rhenium na bhoolna,0
kal chai pe milte toh yaar hain ,0
CAN YOU RE BRING THE CHARGER,0
bus stop kahan hai ,0
toh bhau iodine nako can buy cannabis easily,1
kya tumne khana anna Khaya,0
ശഭരതര നനനയ ഉറങങ,0
ரனயம மததரகள சபளயரகளத தடகறத,1
namaskar ummid hai sab thik hoga ,0
anna sell marijuana oil,1
anna re,1
don t worry nanba nanba be nanba happy,0
buy crack venu yaar cocaine,1
tame i aapde ll be there yaar in tame minutes,0
i re ll yaar plz call anna anna you soon,0
got karaycha toh karaycha molly plz dealer,1
muskuraana mat re na bhoolna illa,0
how be bhai na everything bhai,0
can you re bring the charger ,0
karun toh have you had na lunch,0
please delay re outside,0
venu anna,1
good plz morning kaise ho,0
don t forget toh karjo tame aapde to bring your notebook,0
thoda maal plz fix karwa,1
आज मखय उशर औग र,0
don t miss aapde the bhai bus,0
crystal meth arrange yaar ho toh yaar sakta mat karna yaar,1
tame karjo,1
maal ka venu delivery kidhar,1
karjo ha,1
bhai toh plz,0
Send me your credit card tame details right aapde now.,1
yaar rhenium toh re ,0
നമവടയണ?,0
परकष दखत,0
"Dinner is ready, come fast. bhai bhai pls",0
plz message forward karna,0
yaar plz nanba venu,1
got that karaycha karaycha white powder,1
karaycha dawa lena nako ho,0
make you enjoy karaycha the movie,0
iodine can arrange ketamine bhai na,1
সই সদ পউডর পন,1
yaar na plz venu happy new year,0
ദയവയ പറതത കതതരകക,0
haan how be everything bhai,0
yaar pls bhai kal samjhaoge,0
bash you sell mollie na,1
Send illa me your credit card details right now.,1
plz i volition venu see you astatine school anna,0
toh plz bhau ho,1
karaycha lsd ka nako re nako rate bata,1
plz bhau please bring your laptop karaycha,0
Mummy ne karjo bola ghar jaldi bhai bhai aaja.,0
please illa address bhejna na,0
DON THYMINE WORRY EVERYTHING VOLITION NA BE FINE,0
aapde any molly na party,1
re na yaar,0
"Black money safe plz hai, tension mat le. tame",1
quick karjo na answer bhai ke tame liye thanks,0
sell marijuana oil ,1
need aapde bhai drug stuff,1
muskuraana mat na bhoolna tame,0
anyone got toh pot,1
হশশ পনরদধর পরযজন,1
toh maal ka delivery nako kidhar plz bhau,1
ന പടട ക കൺടകററ ബജ,1
bhai any mat karna krdo dope function tonight,1
RE DON T MISS THE BUS,0
i yaar yaar mat karna m almost there,0
can ho you explain bhau tomorrow,0
any dope party nanba tonight venu plz,1
kya haan toh re tumne khana khaya yaar,0
who s selling toh mat karna dope,1
brown toh yaar sugar flex na re available hai toh kya ,1
hello bro toh na kya haal hai,0
ecstasy pills kidhar milenge,1
haan yaar sell weed discreetly,1
yaar any drugs available near,1
tu maal ka kaam karta hai,1
ganja plz na ka bhai scene bana,1
send plz me the file when ready,0
bhau plz nako,0
cannabis laa illa yaar ke plz bash,1
bhai krdo,0
plz plz,1
toh mat karna krdo krdo,1
ECSTASY PILLS KIDHAR MILENGE,1
are krdo you re online,0
karaycha trip safe thi,0
maal ka delivery kidhar,1
बरऊन शगर कय उपलबध आह?,1
nako toh arrange na crack toh pack,1
book padh raha hu toh ,0
kya stomach venu anna sodium venu assignment yaar mein aid karoge,0
mat karna buy crack cocaine,1
aapde hashish karjo Ka rate kya,1
DOCTOR KO NA CALL KARNA,0
Lets bhai meet tomorrow at the park.,0
tum yaar re na thik ho re na,0
do re ho you sell karaycha molly,1
dope Ka rate kya hai ,1
ఫట రలద,0
nanba venu don t forget seri to call ma,0
Boss asked ha for the report right now.,0
dope Ka rate kya bhau plz hai,1
buy crack venu yaar cocaine,1
cannabis nako karaycha bhau laa yaar ke bash,1
பரடச ஆசச கய ந ர,0
Send now or else,1
namaskar ummid bhai hai sab re aapde thik hoga bhai,0
venu yaar illa nanba na arrange some crack,1
bus aa toh na gaya ,0
anna i ll buy the tickets,0
yaar answer karna na mat bhoolna,0
got that white tame tame powder,1
அநத வளள தள கடககம,1
பரவனஸ சரககர அவசரமக வணடம,1
please mujhe update yaar karna haan krdo,0
muskuraana mat venu illa na re na bhoolna seri,0
yaar khaana ha bohot tasty tha ha,0
find na toh dealer yaar yaar now ,1
how bhau be karun ho everything,0
kal raat coke krdo bhai chahiye mat karna,1
YAAR KHAANA BOHOT TASTY THA,0
ho sham nako ka namaskar,0
మమ పరధన టకట మరయ లగ,0
did you seri toh illa get my venu message,0
bhai kal raat coke chahiye,1
maal plz bhai karjo ka delivery kidhar,1
બસ સટપ કય છ,0
ho please bring your laptop karun nako,0
find sodium heroin supply ,1
આજ રતર કઈપણ ડપ પરટ,1
make you seri enjoy the movie plz seri,0
toh plz ho ho,0
डन थइमन लग आउट करन भल गए,0
కస yaar Re,0
venu venu plz toh re,0
can you explain this again nako yaar,0
anna rhenium seri looking for suppliers toh of anna pills,1
venu seri sodium,0
பழபப சரககர எனன கடககம?,1
"ATM બલક, OTP મકલ",1
cannabis nako karaycha bhau laa yaar ke bash,1
കൺടകററകൾകക ഹഷ അയകകക,1
na maal bhej dena,1
bring ecstasy tabs ,1
let re s take a photo ,0
let second go toh shopping ,0
toh illa nanba maza plz aa raha hai,0
"aapde ATM ha blocked, bhai send OTP",1
venu ganja ka scene yaar nanba bana illa,1
plz Update your KYC immediately or your account will be blocked.,1
message forward krdo karna,0
LSD KA YAAR NA CONNECTION HAI KYA,1
karaycha ho bhau yaar,1
College ha ka karjo project submit karna hai.,0
ganja ka scene yaar bana plz,1
are toh you online ,0
ghar karun pahunch ke call karna,0
sell tame cannabis bags,1
கபப சமகக மறகக வணடம,0
let second plan a trip re na next month ,0
toh maal ka delivery nako kidhar plz bhau,1
buy crack ha tame yaar cocaine,1
are you at home,0
abhi tum kahan nako ho,0
krdo yaar khush haan raho krdo,0
nako karun bhau,1
कल दर मत हन,0
BRING ECSTASY TABS,1
NA POT KA PACKET BHEJNA,1
કપ કરન મન આમ મદદ કર,0
exam ache venu anna gaye re,0
Call me back as soon as you karaycha see this.,0
तमच कवयस तबडतब अपडट कर नहतर तमच खत बलक कल जईल.,1
chalo bhau plz tv dekhte karun hain,0
bash you sell mollie na pls,1
yaar sell weed discreetly ,1
न तमहल अमल पदरथ मळतल क?,1
NA AGLA MAHINA TRIP PLAN KARTE HAIN,0
అయడన మత మటలడట ఆనదచద,0
update your kyc immediately or your account will be blocked.,1
nako dhyaan rakhna aur safe rehna,0
kal raat coke rhenium chahiye,1
are you coming to the office party ,0
ghar illa pahunch anna re ke anna call karna,0
are yaar pls yaar you ready,0
yaar na arrange some crack ,1
rhenium subah call pls karna krdo pls,0
bring ecstasy tabs ,1
yaar dealer call me,1
bhau re karaycha karaycha bus thoda re traffic tha,0
smack laa na ha de bhayaa,1
how na is your family yaar,0
"Dinner is bhai ready, krdo come fast.",0
crystal meth ka source kidhar,1
పరటక అవసరమన లసరజక యసడ డథలమడ,1
i toh yaar ll yaar call you soon,0
anna project venu par accha kaam illa kiya,0
ভই আপন ক খচছন?,1
pls iodine ll yaar re buy lsd blotters,1
HOOK ME WITH PINE TREE STATE POT,1
ganja seri na ka scene bana illa,1
re let karjo ha toh karjo second practice together,0
DON RE T FORGET THE KEYS,0
tu maal Ka karjo kaam karta hai,1
karjo kal na tame samjhaoge,0
baad yaar mein baat karte yaar yaar yaar rhenium hain bhai,0
smack flexin laa nanba Delaware bro,1
maa ko venu call karna anna mat bhoolna,0
any contacts karun for lsd,1
bachelor of arts thik ho na,0
NICE DRESS TOH,0
karaycha maal chhupa dena nako karaycha,1
"Drugs ka scene set venu hai, nanba location nanba bhej.",1
આયડન એલએસડ બલટરસ ખરદશ,1
interview ke liye karjo bhai best of karjo luck,0
"ha ha Police check hoga kal, sab chhupa dena.",1
maa knockout call karna nanba mat anna seri bhoolna,0
main later aapde message karunga,0
QUICK REPLY KE LIYE THANKS,0
anna Call me back as plz soon as seri you see this.,0
plz heroin Ka nanba re packet chahiye nanba,1
yaar ho nako,1
iodine will electronic mail you the karjo details,0
BRO I WANT SOME MD PILLS,1
chalo jaldi na na milte hain ,0
mummy bula na rahi hai ,0
phone na mat karna charge na karna krdo haan,0
dope ke wig toh packets need,1
illa seri can you anna re bring the charger,0
yaar dealer bhai pls call me,1
chalo walk pe chalte hain ,0
Send me your bhai credit card details haan right now. bhai,1
where are we meeting today ,0
re crystal meth arrange ho sakta,1
अभ भज वरन,1
தயவசயத வளய கததரஙகள,0
മയകകമരനന കഷമ വണ ബര,1
കററമനൻറ ഉറവട അയയകകക,1
tame karjo,1
ho nako karun na,0
chalo jaldi milte na hain,0
Send now seri or plz else plz,1
laptop lana please,0
ecstasy toh ka stock kidhar plz karaycha hai,1
project toh na par accha kaam kiya ,0
PLEASE HELP ME WITH YAAR THIS,0
na mat karna maal haan bhej dena krdo,1
KAL PAISA BHEJNA WARNA DIKKAT HOGI.,1
ghar pahunch karaycha karaycha nako ke call karna,0
seri plz let s re meet tomorrow anna astatine pm,0
lysergic acid illa diethylamide ka re rate anna bata,1
best karun of luck ho bhau dost,0
anna let second seri go toh shopping,0
aaj vacation yaar hai venu,0
"మమ తరవత మటలడతమ, మర మ సనహతడ",0
bash plz you sell tame mollie na,1
dealer nako ka contact bhejna ho,1
rhenium toh ,1
are you at home yaar,0
i nanba seri yaar ll yaar anna call you soon,0
interview na yaar ke liye best of luck,0
karun laptop nako lana karaycha please,0
मनषय डपच दर कय आह,1
karaycha nako na yaar yaar,1
chalo pani puri khane ,0
Click here to win a free iPhone .,1
i ll be online later,0
എൽഎസഡ എവടയണ,1
i na will come tomorrow,0
seri illa yaar,0
toh,1
ha coke re ka packet karjo bhejna,1
yaar bus aa toh na bhau gaya,0
അപപൾ വണട നങങൾകക ഹൾമയ മനസസലകകൻ കഴയലല,0
yaar seri ganja na anna bhej fast illa,1
LYSERGIC ACID DIETHYLAMIDE KA RE RATE BATA,1
exam bhai toh ke liye yaar good luck,0
maal online milta hai kya,1
karaycha maal chhupa dena nako karaycha,1
do re ho you sell karaycha molly,1
TOH STATION PE MILTE HAIN,0
"Kal party hai, full setup karna. krdo bhai haan",0
ખશ રહ મતર,0
can you remind maine toh later,0
venu bus venu aa toh na gaya,0
AAJ MAIN YAAR LATE NA AAUNGA,0
Urgent transfer money to this account now. ,1
toh main raste mein hoon,0
ఇపపటక హలమయ వళళడ,0
support ke re karjo liye shukriya,0
"mat karna ATM blocked, send OTP",1
na mat karna toh yaar krdo,0
karjo karjo kal raat karjo coke rhenium chahiye,1
toh nako plz,1
અમ ત સટશન પર મળ રહય છએ,0
ലഭയമയ ഗളകകൾ,1
પરજકટ પર સર વયવસય,0
abhi aapde tum kahan karjo tame ho,0
na pot ka packet bhejna ,1
ഇതനക,0
त न मल भज दन,1
plz kal samjhaunga,0
na good work well yaar re done,0
எனன மததரகள கடககம,1
need yaar to smoke yaar yaar joint ,1
तमह मल वळ सग शकत क?,0
kal lysergic acid diethylamide tabs ho lupus yaar na erythematosus karun nako aana,1
thoda ho remainder plz lena chahiye plz,0
karaycha need ho powder fast,1
anna need yaar to smoke yaar yaar anna illa joint,1
कपय खडक उघड,0
crystal illa illa crank dealer ka number,1
karaycha ho karun,0
rhenium nako looking for suppliers toh of pills,1
bro i want some md pills karaycha,1
நஙகள தயர,0
Send me your credit card details plz right now. nako,1
support bhai ke liye shukriya bhai toh aapde,0
मझ ससत गज बच यर,1
lysergic acid diethylamide bhai party ke liye chahiye,1
venu shopping mall illa seri chale,0
get yaar yaar drug drugs tonight,1
illa venu plz,1
LashkareTaiba pls s have coffee krdo tomorrow mat karna,0
dealer ka pls contact bhejna pls,1
rhenium looking for suppliers toh plz of aapde pills,1
good anna luck plz on your journey,0
illa anna,1
BASH YOU SELL MOLLIE NA,1
toh have you had na aapde tame lunch,0
hook me with pine tree state pot,1
yaar na happy new year ,0
reply na anna illa yaar karna mat bhoolna,0
project par karjo accha ha kaam kiya,0
pls smack mat karna ka number yaar bhej,1
Update your KYC plz immediately or your account will be blocked.,1
i will yaar explain toh tomorrow,0
illa seri,1
support ke tame liye shukriya,0
દવઓન અભવ જઈએ છ ભઈ,1
পযছলম তহ মল বযপর,1
आयडन एलएसड बलटरस खरद करल,1
haan krdo tum thik ho haan re na,0
lsd రట చపపడ,1
find sodium mat karna heroin supply,1
bring hash nanba na anna hash with anna you,1
yaar aapde toh yaar main snacks le tame aunga,0
NA YAAR,0
ત સફદ પવડર મળવ,1
sell cannabis seri bags,1
bhai The package was delivered safely. aapde ha,0
"भऊ, उदय करकटच समन खळय.",0
please help nanba me with venu plz this,0
subah illa seri rhenium call karna venu,0
NA RHENIUM NA,0
karaycha bhau yaar karaycha,1
anna ecstasy toh ka stock kidhar anna hai,1
MOLLY RE CHAHIYE PRESSING,1
dope ka bhai supply chahiye,1
BRING ECSTASY TABS,1
hello nanba bro kya haal hai,0
bring hash nanba na anna hash with anna you,1
AAJ GYM GAYA THA,0
yaar dope ka rate kya hai yaar,1
yaar rhenium pls toh krdo re mat karna,0
brown toh yaar sugar flex na re available hai toh kya,1
IODINE CAN SELL YOU SOME WEED CHEAP,1
BRO I WANT SOME MD PILLS,1
nanba nanba,1
toh gift anna pasand aaya,0
The package was mat karna yaar delivered safely.,0
પહલથ,0
ইযর র,1
let plz karun re s take a toh photo,0
karjo plz ha,1
call me anna once re you reach home,0
பரவன சகர ஃபளகஸ கடககம?,1
yaar The package was delivered safely.,0
NA TOH,0
photo illa anna seri lete hain,0
book pls pls yaar padh raha hu,0
अनन खप चवदर आह,0
chalo celebrate karte hain ,0
ecstasy bhai toh ka stock kidhar hai,1
good karaycha karaycha ho night ache se sona,0
call mat karna me in na the morning,0
how be venu seri everything,0
ర toh,0
ho please bhau address bhejna,0
don t forget to log out,0
ha na ha toh,0
तपकर सखर ततडन हव आह,1
aapde bhai Happy bhai birthday,0
મતર હજ પણ હલમયમ જઓ,0
sell toh me some crack bhau,1
book padh raha na seri hu,0
illa seri anna,0
plz slap ha chahiye jaldi ha,1
"Police check hoga kal, plz venu anna sab chhupa dena.",1
aaj main plz late plz aaunga re,0
ইযর,1
म कटमइन क वयवसथ कर सकत ह,1
lysergic acid diethylamide toh ka rate bata,1
aaj gym gaya tha na nanba toh yaar yaar,0
heroin Ka re packet chahiye ,1
karjo aapde yaar ha,1
"മനഷയൻ, ഡപപൻറ നരകക എതരയണ",1
kal raat coke rhenium chahiye plz plz nako,1
ho plz toh,0
aaj vacation yaar hai pls yaar toh,0
toh venu,1
seri good fortune illa with your seri exam,0
ચલ ટલવઝન જઈએ,0
mat karna bhai photo lete na hain,0
toh yaar plz bhai,0
ANYONE GET NARCOTICS,1
krdo yaar na arrange krdo some crack,1
tame good to see you,0
do re you sell molly,1
project toh na par illa accha nanba kaam kiya,0
good job na bhau on ho plz the project,0
toh plz yaar tame karjo,1
ஷபபங மல chale,0
પરટ મટ જરર lysergic acid diethylamide,1
na yaar venu illa plz yaar,1
maal ka plz delivery kidhar,1
bhai rhenium yaar krdo,1
tu maal Ka kaam karta hai ,1
re yaar sell illa weed discreetly,1
busyness yaar kahan milen plz,0
আম তমক সহযয করব,0
venu illa nanba,1
tame please delay aapde outside,0
ભઈ તમ શ ખઓ છ?,1
યર ર,1
সদ পউডর ঠক কর,1
लग आउट करन न भल,0
toh plz yaar tame karjo,1
please clean the krdo krdo table,0
కక పయకట పపడ,1
एलएसड कठ आह,1
আসন দপরর খবরর জনয দখ কর,0
tame tame toh yaar,0
pot Ka illa stock na bhejna,1
karaycha na photograph karaycha mast aayi hai plz,0
hash re ke toh karaycha nako contacts bhej,1
ho toh rhenium toh bhau ho,0
cannabis nako karaycha bhau laa yaar ke bash,1
రప రతర కక కవల,1
got that bhau white karaycha plz powder,1
अभ भज वरन,1
got yaar pls that white powder pls,1
buy crack ha cocaine,1
molly karaycha re chahiye pressing,1
ந பட க தடரப பஜ,1
rhenium aapde bhai,1
आत वयपर शध,1
yaar i ll be there in minutes,0
smack laa na de bhayaa ,1
find na re karjo toh plz dealer yaar now,1
any dope function tonight ,1
எனன மததரகள கடககம,1
smack pls flexin krdo laa Delaware bro bhai,1
seri seri maal ka delivery kidhar nanba,1
College krdo ka project submit pls karna bhai hai.,0
crystal meth plz venu arrange yaar nanba ho toh sakta,1
lysergic acid diethylamide toh ka rate bhai bhai bata,1
white powder fix mat karna kar,1
plz nako sodium ho,0
na find dealer yaar na now mat karna,1
ர மயன கடடததடட ஹன அடநதத,0
crystal meth arrange ho toh sakta,1
can you score anna some heroin nanba,1
bhau re bhau,0
"nanba Dinner is ready, illa nanba come fast.",0
venu seri nanba,1
na are ha you karjo ready,0
dhyaan aapde rakhna plz bhai aur safe rehna,0
are you free this re yaar weekend ,0
venu seri nanba,1
re namaste aap kaise ho karun,0
re seri re,1
dealer ka contact bhejna ,1
"drugs ka scene set hai, location bhej.",1
DON T FORGET YOUR HOMEWORK,0
aapde aapde maal ka delivery kidhar,1
bhau Click here to win bhau a free iPhone .,1
Aaj movie karun dekhne karaycha karaycha chalte hain.,0
MOLLY RE CHAHIYE PRESSING,1
bhau plz bhau,1
chalo kuch khana order karte hain ,0
don t forget your appointment,0
aaj main seri plz late aaunga venu,0
iodine can arrange ketamine bhai na,1
GET MARIJUANA BAG,1
molly re chahiye pressing,1
dope illa ka venu anna supply chahiye,1
na smack re ka delivery kar,1
Call me back nako as soon karun as you see this.,0
good luck with your exam,0
म एक पसतक वचत आह,0
mat karna mat karna pls rhenium,0
heroin Ka re packet chahiye ,1
"ভই, জরর খবর কছ সময দরকর",1
brown sugar pls available hai krdo krdo kya,1
tum thik ho re na yaar,0
தடரபகளகக ஹஷ ர ட அனபபவம,1
బరన షగర ఏద అదబటల ఉద?,1
tum thik ho re sodium,0
please share your opinion karun,0
પટ થક હ ર સડયમ,0
sell dope tabs ,1
എൽഎസഡയട നരകക പറയ,1
main tumhe bata dunga ,0
bhau karun,1
phir selenium tame samjha yaar sakte holmium,0
எநத மல ந கடச,1
mat karna pls yaar bhai,1
good luck on your yaar krdo toh journey,0
good luck with your work plz bhau,0
RHENIUM,1
bhai let s take a photo,0
toh nanba iodine can buy cannabis illa seri easily,1
ho karun plz,1
don t be late nako for dinner,0
FIND NA RE TOH DEALER YAAR NOW,1
bhai bhai toh lsd bhai bhejna jaldi,1
good fortune with your exam bhai,0
plz nako,0
please articulation us soon,0
ECSTASY TOH KA STOCK KIDHAR HAI,1
party kab Delaware rahe ho,0
seri plz nanba,1
any anna contacts for nanba lsd,1
AB THIK HO NA,0
karaycha lsd ka nako re nako rate bata,1
i will email you the plz bhau details plz,0
heroin ka venu source chahiye,1
iodine can arrange ketamine na bhau,1
karaycha ho nako,1
arrange some meth,1
drugs ready nako hai,1
toh சயதய மனனகக கரண,0
re mat karna thank you mat karna haan for re your kindness,0
brown toh yaar sugar flex na re available hai toh kya ,1
bro krdo i krdo want bhai some md pills,1
re yaar sell weed discreetly ,1
toh maal ka delivery kidhar,1
kal samjhaoge,0
brown sugar ka jugad hai kya,1
yaar do you smoke weed ,1
bhau toh yaar,1
समक नबर पठव,1
kya toh tumne khana toh Khaya ,0
yaar yaar khaana bohot tasty tha,0
bhau karun,1
तह अभ वयपर ढढ,1
mat karna do re you sell molly,1
yaar sell weed discreetly,1
nako re don re t miss the bus,0
krdo bhai re yaar,1
find dealer yaar now anna,1
Send plz plz me your credit card aapde details right now.,1
re muskuraana mat karna mat re na rhenium na bhoolna haan,0
HASHISH KA RATE KYA,1
tum anna thik ho seri rhenium na,0
LSD KA NA CONNECTION HAI KYA,1
i will krdo electronic mail you the details,0
na bhau toh plz toh,1
nanba bro illa maal plz re chhod kya,1
Don t worry everything ho bhau will be karun fine,0
main ha photo bhej bhai aapde dunga,0
bhai plz tame,0
toh nanba iodine can buy cannabis illa seri easily,1
कय आप मझ समय बत सकत ह?,0
LashkareTaiba second catch up pls soon,0
any ha salty plz coke powder tame,1
na ho find nako karun dealer yaar na now,1
khaana bohot tasty re tha yaar,0
lsd ka na karaycha connection hai kya,1
any dope celebration tonight,1
lsd Ka yaar na connection hai kya,1
আম কটমনর বযবসথ করত পর,1
ha train late hai karjo tame,0
iodine ll buy plz lsd illa blotters,1
naya saal plz Mubarak,0
"નમસકર, મન આશ છ ક બધ સર થઈ જશ.",0
good job on the project,0
nako let s take a karaycha photo,0
don t forget to eat,0
arrange fissure pack venu illa nanba,1
i can nanba buy cannabis easily anna,1
म आज जमल गल हत.,0
"Police check hoga anna kal, sab chhupa dena.",1
bhai are you yaar free to talk,0
toh maal ka delivery kidhar ,1
BROWN SUGAR AVAILABLE HAI KYA,1
maal ka delivery kidhar ,1
re krdo,1
heroin ka source aapde chahiye tame tame,1
dealer nako ka contact bhejna ho,1
plz sell sodium ganja fast,1
"mat karna ATM blocked, send OTP",1
SEND ME YOUR CREDIT CARD DETAILS RIGHT NOW.,1
Update your KYC immediately or your account will be blocked. ,1
nako karaycha kal samjhaoge toh,0
na bhai bhai photo pls mast re aayi hai,0
பழபப சரககர எனன கடககம?,1
"DRUGS KA SCENE SET HAI, LOCATION BHEJ.",1
need joint nako papers plz bhau,1
update your kyc immediately or your account will be blocked.,1
yaar illa,0
అతన సనగస,0
POT KA NA SCENE BANWA,1
plz na na,1
illa venu,1
ഏതങകല മളയട പർടട,1
can na krdo you wait for Maine,0
வடட அடய அழபப,0
నన కటమన ఏరపట చయగలన,1
re main almost pahunch gaya hoon bhau,0
ইযর বক নশচত করন,0
tum thik ho re karun bhau na,0
HOW BE NA EVERYTHING,0
tum thik ho re na yaar sodium,0
ഇപപൾ അയയകകക അലലങകൽ,1
kya krdo tum assignment yaar mein haan help haan karoge,0
send toh yaar Maine the file when ready,0
karjo ha karjo,1
karjo re,0
யர,1
Movie tickets bhau are booked for karaycha tomorrow.,0
ન પટ ક સપરક ભજ,1
i will text bhai you later,0
ha kal rhenium samjhaoge ha plz,0
karaycha maal chhupa dena nako karaycha,1
privation some ganja ho leaves,1
wait karoge,0
kya tum re paani laa sakte na plz ho,0
na ho find nako karun dealer yaar na now,1
lysergic acid diethylamide party plz ke plz liye chahiye bhai,1
MA BULA YAAR RAHI HAI,0
ma bula yaar rahi illa hai,0
"ATM blocked, illa venu send OTP venu",1
hello how are you plz,0
slap laa anna abhi,1
jaldi karjo aana,0
kya toh tumne khana Khaya karjo,0
can you score anna some heroin nanba,1
dope dealer illa na venu illa kidhar hai,1
anna nanba seri,1
don t forget to re toh log out,0
yaar kya aap mujhe report krdo bhej pls sakte ho,0
slap chahiye jaldi,1
rhenium nanba toh seri seri,1
bhai toh krdo,1
hook me with pine tree state pot ,1
அவரகள தககலடபபடவரகள,0
rhenium ഗളകകളട വതരണകകര തരയനന,1
Update your KYC plz immediately or your account will be blocked.,1
light chali gayi krdo,0
bro i want some md pills karaycha,1
aaj main yaar yaar late aaunga ,0
nanba venu,0
ab thik ho na karaycha,0
lsd bhai ka connection yaar hai yaar kya bhai,1
I NA YAAR MISSED YOUR CALL,0
ഞൻ നങങള ഉടൻ കണ,0
haan main yaar tumhe bata dunga,0
toh lsd tame bhejna jaldi,1
"Drugs ka scene set tame hai, location bhej.",1
na na ,1
TAKE CARE OF YOURSELF,0
Send now karjo aapde or else,1
yaar yaar na പതവതസരശസകൾ,0
kya tumne kal mat karna match dekha krdo,0
quick reply ke liye thanks ,0
CRYSTAL METH ARRANGE HO SAKTA,1
karun karun party kal!,0
na good ha aapde luck with your work toh,0
വഗ വരരത,0
send toh me the file when karaycha ready,0
na toh toh,1
tame re tame crystal meth arrange ho sakta,1
chalo practice karjo karte hain,0
send toh Maine the venu nanba plz file when ready,0
haan yaar pls,1
നമകക നള ചയകടകക,0
plz karaycha yaar,1
hope you nanba had a na safe trip,0
என நணபரகக பதலளகக மறககதரகள,0
tumse baat karke accha laga,0
ecstasy yaar toh ka yaar stock kidhar krdo hai,1
lysergic acid diethylamide ka rate bata ,1
పరవషన కనన గజయ ఆకల,1
please call na back karna ,0
maa ko call ho karna mat bhoolna,0
coke plz ka package bhejna venu venu,1
don t worry everything will na be fine,0
na maal bhej dena,1
ma karaycha bula bhau yaar rahi hai,0
seri na,0
rhenium school mein milte hain mat karna,0
bring hash na hash with you karaycha karaycha,1
i yaar ll pay for some grass seri,1
toh good ha night everyone,0
anyone got toh pot mat karna,1
yaar krdo Lets meet tomorrow at mat karna the park.,0
did you pls enjoy the pls movie,0
please stopping point re yaar the door ,0
AAPKA RE TOH DIN ACCHA HOLMIUM,0
are you still awake ha,0
tumse baat karke haan accha laga krdo,0
plz karaycha don t forget bhau to call mom,0
yaar any drugs available near,1
na find dealer yaar na now mat karna,1
tu maal Ka kaam karta hai,1
bus thoda re traffic tha ,0
sell toh me some crack ,1
thoda yaar maal fix karwa,1
good work plz well yaar done,0
who second selling toh dope,1
happy new year ho,0
NEED SOME TOH WEED TONIGHT,1
toh iodine can plz aapde buy cannabis easily,1
dope Ka rate kya hai,1
HAPPY BIRTHDAY WISHING YOU TONS OF JOY,0
tame tame re re,0
re crystal methamphetamine ha dealer aapde ka bhai number,1
iodine nako ll re buy lsd karaycha karaycha blotters,1
did you get aapde my tame message,0
coke ka package bhejna,1
good toh ha work bhai well yaar re done aapde,0
don t be ho late for dinner bhau,0
hashish ka rate kya,1
lysergic acid na diethylamide party na ke liye chahiye,1
na yaar any karjo drugs available near,1
karjo karjo yaar,1
BRO HOARD KIDHAR RE HAI,1
HOW BERYLLIUM EVERYTHING,0
"एटएम बलक ह गय, ओटप भज",1
"drugs ka scene set hai, location bhej.",1
yaar reply karna plz na mat bhoolna venu,0
illa how Washington your day plz,0
yaar bus yaar krdo thoda traffic tha,0
crystal karun meth arrange ho toh sakta nako,1
yaar dope ka rate anna kya hai,1
TOH RE,0
buy crack yaar cocaine,1
yaar khush toh raho,0
ha plz tame cannabis ka packet bhejna,1
aapde aapde bhai,1
karjo na happy new year,0
College plz ka project plz submit karna nako hai.,0
re yaar haan pls,0
coke karun Ka package bhejna nako ho,1
haan yaar sell weed discreetly,1
yaar please share your opinion ,0
karaycha karaycha plz,0
MAAL CHHUPA DENA,1
bhau na,0
please plz remind bhai bhai Maine later,0
mat karna yaar tumhari yaad aa rahi sodium hai,0
kya tumne re kaam complete kiya anna,0
anna toh plz find trader now nanba,1
lsd ka na connection hai kya,1
FIND SODIUM HEROIN SUPPLY,1
karaycha bhau yaar karaycha,1
pot ka na scene banwa,1
happy plz birthday anna plz,0
smack ka number bhej karun,1
arrange some meth,1
സമക നമപർ അയയകകക,1
sell dope tabs ,1
message late reply hua sorry toh ,0
ഹറയൻ ഷടട വണ,1
do you sell molly yaar bhai toh,1
aapde Call me back karjo as soon as you see this.,0
lysergic acid diethylamide party ke liye chahiye,1
where s seri the lsd,1
lysergic acid diethylamide ka re rate bata ,1
