text,label
"Kal ka maal ready hai, cash only.",1
na need drug stuff 😍,1
na photograph mast aayi hai 📸🔥 😍,0
got that white powder 😢,1
don t forget toh to bring your notebook,0
sab kaisa chal raha hai,0
kya tum online ho 🔥,0
cannabis laa yaar ke bash,1
re privation some ganja toh leaves,1
🍄🚬💉 😂,1
bro stash kidhar hai,1
dealer kidhar se milega,1
i ll bargain lsd blotters,1
muskuraana mat na re na bhoolna 🔥,0
bargain ecstasy tablet 💯 😂,1
🍄🥴 😂,1
Mummy ne bola ghar jaldi aaja.,0
let s go home,0
please delay outside 😢,0
thank you for your kindness 😎,0
give me methamphetamine yaar powder 😂,1
🎾🏐🏉🎱 😍,0
🦄🐝🐛🦋,0
💊🍄🍄,1
🦅🦉🦇,0
dope dealer na kidhar hai,1
got lsd microdots,1
ecstasy bhej abhi 🤔,1
don t forget re the keys,0
message forward karna 🤔,0
are you free this weekend 😎 😍,0
Happy birthday 🥳🎂🎁,0
"Kal ka maal ready hai, cash only.",1
hum kahan milen 😎 re 😍 yaar 😢,0
maal ka delivery kidhar 😂,1
kya tum online ho,0
looking for coke fix,1
ketamine ka source bhejna,1
send me the payment details,0
🍄🥴 😂 💯,1
re na 🍎🍊🍌🍉 yaar 🔥,0
lsd ka connection hai kya 💯,1
marijuana fix karwa 🔥,1
🥝🍑🍐🍒 yaar 😎,0
how long will it take,0
na na photo mast aayi hai 📸🔥 😍,0
na smack re ka delivery kar 😢 😎,1
yaar chalo ghar chalte hain,0
kal office meeting hai 📝,0
Let's meet tomorrow at the park.,0
crystal meth dealer ka number 😍,1
🚬🍷💊 😎 toh 😢,1
🪶🐾,0
toh 🚬💊🌌 🤔,1
muskuraana mat na re na bhoolna 🤔 😎 😢,0
yaar 😵🚬,1
yaar re 💊🚬🍾 😂,1
💊 🍷,1
got anything stronger,1
😊😇🙂🙃 😢,0
📦📫📮📬,0
⛅🌧️🌦️🌩️ 😎,0
🥃💊 😢 🔥,1
got marijuana na bag,1
yaar pot ka scene na banwa 💯,1
how na is your family yaar 😍 😍,0
bring cannabis re resin,1
📨📧💌 😂 😍,0
💊🍷🌌,1
yaar good night sabko,0
yaar buy crack cocaine,1
aapka toh din accha holmium 💯,0
toh 🍺💊 💯,1
how was re your na day,0
kal raat coke chahiye 😢,1
yaar 🌿🚬,1
main tumhe kal call karunga 😢,0
toh 💊🌿,1
yaar any drugs available near 😎,1
💉🔥 re na 😂,1
toh how be everything 🤔,0
kya tu weed bechta hai 💯 😢,1
"Tu address bhej de, main aata hoon.",0
marijuana ka packet toh bhej de,1
na na 🐻‍❄️🐨🐯,0
🪲🕷️🦂,0
ecstasy pills kidhar toh yaar milenge 😍 😎 🤔,1
toh arrange yaar crack toh pack 😍 🤔,1
re 🛸🍄,1
main on-line aaunga later,0
please call back karna,0
abhi ghar pahuch gaya 🚗🏠 💯,0
na good luck with your work toh 🤔,0
yaar please confirm the engagement,0
room saaf karna hai 🧹🧼 😢 🤔 😍 🔥,0
let re s take a photo,0
na can you yaar get narcotics 🔥,1
music na sun raha hu 🎶🎧 💯 😢,0
na 😂🤣😅😆,0
kal na samjhaunga,0
💊💉 drugs ready hai,1
aaj gym gaya tha 💪🏋️,0
re don re t girl the bus 😢 🔥,0
let second go home 😍,0
na i na will text you later,0
bring hash hash with you,1
muskuraana mat na rhenium na bhoolna,0
🍄🍄,1
yaar 🎳🚴‍♂️🏊‍♀️,0
thank you for your kindness,0
Update your KYC immediately or your account will be blocked.,1
na sab kaisa chal raha hai,0
re darwaza set karna,0
want some joints na rolled,1
rhenium subah call karna 🤔,0
smack laa abhi 💯,1
na pot ka contact bhej,1
na 🥌⛳🏹🎯 re 🤔 😎,0
smack Ka jugad urgently,1
please na close the door,0
lsd ka connection hai kya 💯 💯,1
re 🎾🏐🏉🎱 😎,0
📟📠💡🔦,0
let s go toh shopping 🔥 🤔,0
please help me with yaar this 🤔,0
dealer got stuff 😎,1
yaar 🚬💊,1
re 🌿🍺💨 🤔,1
Good morning 🌞✨,0
phone na charge na karna,0
let second celebrate together,0
na 🍎🍊🍌🍉,0
any coke available re 😢,1
🥃💊 🤔,1
lysergic acid diethylamide party ke liye chahiye 💯,1
brown sugar laa sakta na hai kya,1
na 🏥🏦🏨🏪,0
are you free this weekend 😂,0
hash yaar laa fast 😢,1
🍄💨,1
smack re package ready na hai kya,1
toh re buy narcotics cheap,1
na 🥌⛳🏹🎯 re 🤔,0
"Your account has been suspended, click here to restore access.",1
khush raho yaar 🔥,0
rhenium tumse baat karke accha laga 🤔 😎,0
don t forget your id card,0
don thymine be late for dinner 😢,0
re 🍄🚬💉 😂,1
toh yaar yaar 😵‍💫💊 yaar 😢,1
🎻🪕🎶🎵 🤔,0
🥌⛳🏹🎯 re 🤔,0
acid strips laa dena 💯,1
did you get my message 💯,0
"Kal ka maal ready hai, cash only.",1
can you toh help me with this assignment,0
i re ll call you at night 😍,0
dealer ka contact bhejna 🔥 🔥,1
kya tumne mera message padha,0
💉🌌,1
pizza order kar dete hain 🍕 💯,0
rhenium 🍷🍄💊,1
can you explain this again 😂,0
dog kitna cute hai 🐶😍,0
toh please share your opinion,0
crystal crank dealer ka number,1
Call me back as soon as you see this.,0
buy dope powder,1
main yaar photo toh bhej dunga,0
toh na car kahan park karun 😢,0
good morning 🌞 kaise na ho,0
🚬😎,1
room saaf yaar karna na hai 🧹🧼,0
⚖️🧰🪚 🤔,0
tu maal Ka kaam karta hai 🤔,1
i ll come to your house 💯,0
ganja chahiye kal party ke liye 🔥 🤔,1
ecstasy re pills kidhar toh yaar milenge 😍 😎,1
na na 🐻‍❄️🐨🐯 💯,0
main snacks le aunga 😂,0
how was your day,0
i can toh bargain cannabis na easily,1
"Kal party hai, full setup karna.",0
toh 🦨🦘🦡 😍 😂,0
🛏️🛌🪟🚿,0
sell toh lsd toh strips,1
tum re thik ho na yaar 😍,0
i will bring bite,0
🚬💉🍷 yaar 🤔 😂 😂,1
re looking for suppliers toh of pills 😎,1
have you re had lunch,0
🛁🚽🪠 😎,0
"Congratulations! You have won 5 crore rupees, claim now at http://freeprize.com.",1
mausam kaisa hai,0
molly ka jugad kar 😢,1
🥛🍼🧉🍺 😂 😎,0
cannabis re ka package bhejna 💯,1
kya toh tumne khana khaya,0
good toh work well yaar re done 😍,0
i will bring bite 😢 💯,0
🥗🍲🍜🍝,0
🍷🍄💊 😎 🤔,1
lsd ka source chahiye 😢,1
find Maine drugs quick 😎,1
"Your account has been suspended, click here to restore access.",1
main bohot tired re hoon 😎,0
na smack re ka delivery kar 😢,1
don t be upset,0
rhenium 📨📧💌 🤔 😎,0
looking na for cannabis yaar 🤔,1
coke re ka packet bhejna 🤔,1
got acid acquire blotters,1
Send me your credit card details right now.,1
dhyan na se sunna 🤔,0
i will let you know 😂,0
toh let second go shopping,0
aapka din accha holmium 🤔,0
kal na samjhaoge 💯 🤔 😎,0
Kal paisa bhejna warna dikkat hogi.,1
re 🥗🍲🍜🍝 😎 🤔,0
⚽🏀🏈⚾ 😂 😢 🔥,0
na find dealer yaar toh na now 🔥 💯 😂,1
aaj kahan na milna hai 🔥,0
toh na car re kahan park karun,0
good na occupation na on the project,0
main help rhenium karunga,0
let s plan a trip na next month 😂,0
toh rhenium 📨📧💌 🤔,0
smack ka rate kya hai,1
hashish laa brawl ke do,1
re school mein milte hain 😍 🔥 😎,0
bring hash hash with you 🔥,1
aapka din na accha holmium,0
toh yaar station pe milte hain 😎,0
lysergic acid diethylamide strips yaar ka jugad hai,1
don t na be late tomorrow 😂,0
call me once you reach home 😍,0
Send me your credit card details right now.,1
Update your KYC immediately or your account will be blocked.,1
i will yaar explain tomorrow 😎,0
buy narcotics cheap,1
🍄🙃,1
💊😵,1
coke ka packet bhejna 🤔 😍,1
motorcycle ride mast thi 🏍️ 😎,0
yaar yaar na happy new year 😢,0
bro thoda maal chahiye kya,1
got marijuana toh bags 🔥 😎,1
maa knockout call karna mat bhoolna 😢 😢,0
🥛🍼🧉🍺 toh 😂 😂,0
thank you for re your toh kindness 😎 😎,0
heroin yaar kidhar toh milta 😉 hai,1
talk karne ke liye free ho,0
are toh you online 💯,0
kya toh tumne khana Khaya 🔥 🔥,0
toh sodium yaar ⌚📱☎️📞 toh 🔥 💯,0
na need heroin fast,1
smack laa Delaware bhayaa 😎,1
🚬 🍷,1
"Drugs ka scene set hai, location bhej.",1
looking for cannabis yaar 🤔,1
pot ka maal kidhar,1
can na you wait for me,0
🌿💊💨 🤔 yaar 😎,1
heroin yaar kidhar milta 😉 hai,1
ketamine laa re paayega 🔥 💯,1
anyone got molly 😢,1
🚬🍺💊 🤔 😍,1
i will join the meeting soon,0
dope ke packets chahiye,1
lsd ka connection hai yaar kya,1
please clean the table,0
Send me your credit card details right now.,1
did you toh get my message,0
yaar 🏠🏡🏘️ re 🤔,0
toh order re weed online 😂,1
coke ka packet bhejna 🤔,1
main yaar photo bhej dunga,0
sodium 🚗🚕🚙🚌,0
"Black money safe hai, tension mat le.",1
toh na 📱💻🖥️⌨️,0
i ll pay for some grass 🤔 yaar 😎,1
crack na cocaine laa paayega 😂 😂,1
have you had na lunch,0
kya tum paani laa sakte re ho,0
i will toh bring snacks,0
ganja ka scene yaar bana 💯,1
i can arrange ketamine,1
booking confirm karna 😂,0
stomach thik ho re sodium 😢,0
re 🍄🍷 🤔,1
good morning 🌞 sodium kaise na ho,0
got yaar drug drugs tonight,1
please bring your laptop 😢,0
support ke liye shukriya 😂,0
thank you yaar for your kindness 💯,0
"Drugs ka scene set hai, location bhej.",1
🍺😵,1
let s have coffee tomorrow,0
rhenium toh 🚬💉🍷,1
coke bhejna fast,1
🍄🍺 😢,1
smack laa toh fast,1
table clean karna,0
whatsoever pills available,1
take care and drive safe,0
sell ganja fast,1
na 💉😵,1
yaar any drugs available near,1
yaar dealer call Maine 😍,1
toh 💉🍄 💯 🔥,1
toh na yaar ⌚📱☎️📞,0
looking for pills 😎,1
"Drugs ka scene set hai, location bhej.",1
subah rhenium call karna 💯,0
💊😵 🤔,1
send toh me the file when ready,0
pot ka supply chahiye,1
i need marijuana asap,1
hashish ka 🔥 rate kya,1
cannabis laa yaar ke do 😎,1
re cannabis oil bhej de,1
re thank you for re your kindness 😎 😎 😎 re 🤔,0
"Police check hoga kal, sab chhupa dena.",1
buy ecstasy cheap online,1
please stopping point re yaar the door 😂,0
tu thik ho re sodium,0
na 🍄🙃 😍,1
weekend ka intezar hai,0
toh 🍔🍕🍟🌭 🔥,0
let s join the call,0
good toh morning 🌞 kaise ho,0
kal samjhaoge rhenium 🤔,0
mendelevium pills ke packets bhejna 🤔,1
😵‍💫💊 😍,1
crystal methamphetamine fix kar,1
💊💉 drugs ready hai,1
toh ecstasy pills re kidhar milenge 😍,1
accha laga tumse milke,0
re don t miss the bus 😢 😢,0
please call Maine when you are free,0
toh 🚬🍹 😎 😢,1
re 🚬🍷 😎,1
coke ka packet coke toh bhejna,1
iodine will toh see re you at school,0
yaar weekend ka intezar hai toh 😍,0
re kal coke fix chahiye,1
na find dealer yaar na now 🔥 💯 😂,1
re tumse baat karke accha laga 🤔,0
yaar 🌿🔥💊 toh 🤔,1
can na you wait for Maine 🤔,0
let re s take a toh toh photo,0
let yaar s practice together,0
toh toh 😵‍💫💊,1
molly ka jugad toh kar 😢,1
window kholna,0
acid strips laa dena re 💯,1
kal help karne ke liye thanks,0
toh yaar order weed online 😂 😍,1
Send me your OTP immediately.,1
smack flexin laa Delaware bro 😁 💯,1
yaar dope ka rate kya hai,1
Bhai kal cricket match khelenge.,0
project na par accha kaam kiya 😂,0
yaar 🐆🐅🐃,0
got marijuana bags 😍,1
yaar 💊🥃 re 😎 🔥 😍,1
🦁🐮🐷🐽 🔥,0
molly ka scene banwa,1
how be na everything 😂,0
crystal crank dealer re ka number 😎 😂 🔥,1
stomach ready ho 😂,0
na good night ache se sona,0
toh na aapka din na accha holmium 😢,0
kya tum ghar toh par ho 🔥,0
na re 🍄🍷,1
💊🌿 😂,1
na 🐻‍❄️🐨🐯,0
find dealer now,1
yaar abhi tak jaage holmium,0
💊💉 drugs ready hai,1
good luck re with your work,0
😋😛😜🤪,0
ganja ka scene bana,1
pot chahiye aaj hi,1
hashish ka rate kya,1
yaar dealer call me 😍,1
thoda pot chahiye toh abhi,1
yaar 🚎🏎️🚓🚑 😢,0
🥌⛳🏹🎯 🤔 😂,0
yaar 🙊🐒🦍,0
toh yaar order weed na on-line 😂,1
don t beryllium late tomorrow 😂,0
heroin ka packet chahiye,1
lsd yaar ka connection yaar hai kya,1
re 🍄💊🔥 😢,1
na how beryllium everything 🤔,0
rhenium kya tumne kaam complete kiya,0
hashish laa ke do,1
"Drugs ka scene set hai, location bhej.",1
yaar dealer yaar call me 😍,1
tum re thik ho re na 😢 😢,0
"ATM ⚠️ blocked, send OTP 🔑",1
toh na sell coke quietly,1
🍄🌌 💯 💯,1
main aid re karunga,0
tu cocaine arrange kar 😎,1
ecstasy pills kidhar re milenge,1
iodine will see you astatine school,0
can you explain this again yaar 😂,0
yaar tumhari yaad aa rahi hai ❤️,0
toh 💉🍄,1
tension mat lo sab thik hoga,0
don t worry everything will be fine,0
can you score some heroin 😢,1
😀😃😄😁,0
please stopping point the door 😂,0
chalo tv dekhte hain 🤔,0
🍷💉🌿,1
please reply soon 🔥,0
ummid hai tum thik mehsoos kar rahe holmium,0
crystal meth arrange ho toh sakta 💯,1
kal raat weed arrange yaar kar sakte ho 😍,1
yaar 🥂💊,1
i will see you at school,0
shopping karne chalo 🛍️,0
let s watch tv,0
where re s the lsd,1
toh kal call karna 📞,0
Movie tickets are booked for tomorrow.,0
🍄💊💉 😢 😎,1
let s watch television,0
"Tu address bhej de, main aata hoon.",0
arrange fissure toh pack 🔥,1
chalo celebrate karte hain,0
na find trader yaar na yaar now 🔥 💯,1
tumse baat karke accha laga 😍 💯,0
don t miss the bus 😢,0
buy pot powder,1
id card mat bhoolna,0
bring cannabis resin 😢,1
Let's meet tomorrow at the park.,0
💉😵 🤔,1
Update your KYC immediately or your account will be blocked.,1
🧱🪵🔧,0
please listen carefully,0
kya you link bhej sakte ho,0
selfie bhejo 📱🤳 🔥 💯,0
where s the ganja bro,1
shopping mall chale 🛒,0
🍾💊🚬,1
yaar please confirm the booking,0
hash re ke toh contacts bhej 😍,1
🚬🍄 🤔 🔥,1
🎉🍕🍻 party kal!,0
🔒🔑🗝️ yaar 😍,0
see you at the station,0
do you sell molly toh 😢,1
good luck my friend,0
smack ka stock chahiye,1
ecstasy ka stock kidhar hai,1
yatra ke liye shubhkamnayein 😢,0
got drug drugs tonight,1
looking for pills 🔥,1
don t forget to reply,0
re let toh second practice together,0
kal raat weed arrange kar sakte ho,1
smack packet bhej dena,1
toh rhenium 🍣🍤🍱🥟,0
"Your account has been suspended, click here to restore access.",1
Kal paisa bhejna warna dikkat hogi.,1
can you wait for me,0
cricket dekh rahe ho kya 🏏 😍,0
coke ka packet bhejna,1
toh got lysergic acid diethylamide re microdots,1
where are you right toh now,0
crack na cocaine toh laa paayega 😂 😂,1
any yaar molly party,1
🐻‍❄️🐨🐯,0
i enjoyed talking to you,0
lsd bhejna jaldi,1
toh message forward karna 🤔 😢,0
rhenium 🥗🍲🍜🍝 😎 🤔 😢 🔥,0
🚬😵 💯,1
ganja chahiye kal party ke liye 🔥,1
📨📧💌,0
"Dinner is ready, come fast.",0
mausam kitna acha hai 🌧️☔,0
pot Ka packet yaar bhejna,1
🚬💊💉 💯,1
project par yaar accha kaam kiya 😂,0
hope you had a na safe trip,0
discovery dealer now 😍,1
thoda maal fix karwa,1
🎻🪕🎶🎵,0
yaar toh yaar 🥴🚬,1
chalo jaldi milte yaar hain,0
crack na cocaine na laa paayega 😂,1
rhenium 🏖️🏝️🏜️🏕️,0
find lsd seller,1
toh maal ka delivery kidhar 😂 😢 💯,1
ganja party ke liye fix kar,1
i can push some stuff,1
got marijuana bags 🔥,1
hash laa fast 😢,1
where should we meet 🔥 😢,0
dope ka rate toh kya hai na 🔥,1
"ATM ⚠️ blocked, send OTP 🔑",1
yaar smack ka delivery kar 🤔,1
na find dealer yaar na na now 🔥 💯,1
maal online milta hai kya 😢 🔥,1
dealer call kar abhi,1
re 📨📧💌 🤔 😍,0
ghar pahunch re ke call karna 😢 😂,0
💊🍾,1
exam ache gaye na re ✅✌️,0
na rhenium 🍄🍷,1
let re s take a toh photo,0
hashish ka 🔥 rate kya 💯,1
chalo jaldi milte hain 🤔,0
Don thymine worry everything will be fine,0
toh 🍎🍊🍌🍉,0
yaar sell weed discreetly,1
tum re thik ho re na 😢 😢 😂 😢,0
cannabis Ka packet bhejna 😂 🤔,1
tumse baat karke accha na laga,0
ecstasy ka packet bhejna 😎,1
please mujhe update yaar karna,0
please call na back karna,0
chalo jaldi na milte hain 🔥,0
toh station pe milte na hain 😢,0
ketamine laa re paayega 🔥,1
📘📙📚📖,0
got drug drugs tonight 💯,1
mobile charge karna hai 🔋 😎,0
i need yaar marijuana asap,1
mera wait karna please 😍,0
yaar chal tea break lete hain ☕ 🔥,0
💫💦💨,0
Happy birthday 🥳🎂🎁,0
💉🌿,1
Urgent: transfer money to this account now.,1
🏓🏸🥅🏒 toh 😂 😎,0
good work well done,0
slap yaar ka source chahiye 🔥,1
yaar 💉🍄,1
Send me your credit card details right now.,1
🍄🔥 🔥,1
College ka project submit karna hai.,0
tu maal ka kaam karta hai,1
appointment mat bhoolna,0
darwaza set karna,0
where s the lsd 😎,1
i ll rhenium yaar buy lsd blotters 😢,1
any dope function tonight 🔥 😢 😢,1
na yaar ⌚📱☎️📞,0
na 🍄🙃 😍 💯 🔥,1
lsd ka connection yaar hai kya,1
party re ke liye drugs chahiye 💯,1
cannabis re ka packet bhejna 💯,1
muskuraana mat na re na bhoolna 🤔 😎,0
yaar 🌿🚬💊,1
can you explain tomorrow 😎,0
sodium 🏥🏦🏨🏪,0
ecstasy pills kidhar yaar milenge 😍,1
outside wait karna,0
tum re thik ho re na 😢 😢 😂,0
toh ⭐️🌈☀️🌞,0
ketamine laa paayega 🔥 💯 😢,1
brown yaar sugar na flex 🫠 available 🤲 hai 😌 ✨ 🤞 re kya 😎,1
i can buy cannabis easily 😎 😂,1
chalo saath padhte hain,0
need drug stuff 😍 😂,1
Happy birthday 🥳🎂🎁,0
call me in na the morning 😂,0
yaar ganja sodium bhej fast,1
chalo practice karte hain 😢,0
happy new year 🔥,0
let s take a photo,0
reply na yaar karna mat bhoolna 😢,0
re let s practice together,0
buy crack cocaine 💯 😂,1
looking at for smack yaar packet,1
toh 😵‍💫💊 😢 💯,1
kya toh tumne khana toh Khaya 😍,0
payment toh details bhejna 🤔 🤔,0
good luck with your yaar interview,0
🐭🐁🐀 🔥,0
don t forget your homework 😢,0
mera wait karna please,0
let s study together 💯,0
call me when you yaar are free 💯,0
good work well yaar done,0
yaar i ll be there in minutes,0
bash you sell mollie 😢,1
re darwaza set toh karna,0
chalo toh jaldi sodium milte hain 🔥,0
shopping mall chale 🛒 🤔,0
can you explain this yaar again,0
🍄🔥 rhenium 🔥,1
🍷🌿 na 😎,1
find toh dealer yaar yaar now,1
Let's meet tomorrow at the park.,0
are you free this weekend 🔥,0
bring ecstasy tabs 😍 toh 😂,1
🌙🌌🌠🌃,0
main meeting mein join karunga,0
aaj main late aaunga 😢 😂,0
can you get narcotics,1
💉🔥 na 😂,1
naya saal mubarak 🤔 😎,0
yaar 📱💻🖥️⌨️ 😍,0
toh arrange yaar crack toh pack 😍,1
let s catch up soon 🤔 😢,0
i will yaar bring bite,0
🚬💊🌌,1
yaar na arrange some crack 😢 😂,1
toh have you had na lunch,0
tumse baat karke accha laga,0
abhi ghar pahuch gaya 🚗🏠,0
good morning 🌞 na kaise na na ho,0
happy new year,0
na aaj thoda thak gaya 😴 🤔,0
phone na charge karna,0
🍄💊🔥 🔥,1
find toh cocaine supply,1
any coke available 😢,1
room saaf karna na hai 🧹🧼,0
make toh you enjoy the re movie 🤔,0
message forward karna 🔥,0
kya tum assignment yaar mein help karoge,0
i ll be online later 😂 😂,0
interview ke liye best of luck,0
toh namaste aap na kaise ho,0
arrange fissure toh pack,1
are you still awake 😎,0
looking for supply 💯 🔥,1
i na will come tomorrow 😂,0
i will be late today na 🔥,0
i will toh see re you at school,0
🚬🍷💊 😎 😍,1
yaar re buy crack cocaine,1
crystal meth arrange yaar ho toh sakta,1
sodium 🐻‍❄️🐨🐯,0
tum thik ho re na 😢,0
re any molly na party,1
searching for heroin re seller,1
buy dope powder 🤔,1
kya tum weekend pe yaar free ho 😢,0
Bhai urgent maal chahiye kal tak de.,1
ecstasy ka stock toh kidhar hai,1
please join us re soon,0
supply lysergic acid diethylamide quietly 😢,1
🚬😶‍🌫️,1
doctor ko call karna 🔥,0
sodium 💉💊💊,1
maa ko call karna mat bhoolna 😢 😢,0
project par toh accha kaam kiya,0
kal chai pe milte toh yaar hain,0
Urgent: transfer money to this account now.,1
any yaar molly event,1
🦨🦘🦡 😍 😂,0
💉🙃,1
chalo television dekhte hain 🤔 💯,0
🍺🚬🍄,1
🤡 bruh moment need more 🤩 powder 🔥,1
yaar rhenium re 📝📖📚📒,0
na jaldi rhenium aana,0
booking confirm na karna 😂,0
want drugs bro,1
🏠🏡🏘️ 🤔,0
please re address bhejna,0
lsd ka rate bata,1
na smack packet bhej dena yaar 😢,1
jaldi rhenium aana,0
toh busyness toh kahan milen 🔥,0
good morning rich person a great toh day,0
🦨🦘🦡 😍 toh 😂 🔥,0
main snacks le aunga 😎,0
please help me with this 🤔,0
🚬💀🍄,1
kya stomach sodium assignment yaar mein help karoge 😢,0
cannabis ka packet bhejna 😂 🤔,1
maal on-line milta hai kya 😍,1
book padh raha hu 📚 😢,0
🤼‍♂️🤽‍♀️🚣‍♂️,0
ab thik ho toh na,0
kya coke milega tujhe 😍 😍,1
re yaar 😵🚬,1
marijuana dealer around,1
na toh 😵‍💫💊 😢 💯 🔥,1
please remind me later,0
find sodium heroin supply 💯 😂,1
🥂🚬,1
na 🛸🍄,1
🐢🐍🦎 😂,0
🔨⛏️🪓 🤔,0
dope ka beginning chahiye 😂,1
na don t forget to reply,0
yaar homework mat re bhoolna,0
😊😇🙂🙃 😎,0
main raste na mein hoon,0
yeh gaana great hai 🎵🔥 😂,0
re na 🍄🌀,1
lysergic acid diethylamide party ke liye chahiye,1
looking for pills 🤔,1
have a nice day,0
Send me your credit card details right now.,1
need more powder,1
please update me soon,0
💖💗💓💞,0
ketamine laa re na paayega 🔥 💯,1
send toh me the yaar file when ready,0
need heroin dose,1
yaar where are you right now 😎,0
file save karna mat bhoolna 😍,0
🏓🏸🥅🏒 toh 😂,0
please address bhejna na 💯 😂,0
chalo toh jaldi na milte hain 🔥,0
toh 💉🍄 💯,1
window toh kholna,0
i can arrange ketamine re 💯 😂 😂,1
mobile na charge karna hai 🔋 😎,0
na arrange some crack 😢,1
hash re ke toh contacts bhej,1
Call me back as soon as you see this.,0
🎤🎧🎼🎹 🤔 rhenium 🔥,0
dhyan se sunna,0
Call me back as soon as you see this.,0
do you know any re drug dealer 😍 😢,1
lsd ka connection hai toh yaar kya 😂,1
yaar yaar 💉😈,1
🌪️🌊💧,0
car kahan park re karun 🔥,0
re 🍄💊🔥 😂,1
na dealer ka contact bhejna,1
re 🍄😵,1
kya tum weekend pe free ho 😢,0
tum re thik ho na 😍 🤔,0
na smack re ka delivery kar 🔥,1
rhenium 🥗🍲🍜🍝 😎 🤔,0
supply lsd quietly 😢 😂 😢,1
🦔🐿️🦦 😢,0
"Tu address bhej de, main aata hoon.",0
baad mein baat karte yaar hain 🤔 😢,0
Mummy ne bola ghar jaldi aaja.,0
🚬😎 💯,1
tu maal bhej sakta hai 😎,1
na good work well yaar re make,0
kal lsd tabs le aana yaar 😢 😎,1
🛩️🚀🛸,0
cocaine re ka connection bhejna,1
kitab lana mat bhoolna 🤔,0
lunch pe milte hain,0
looking for supply 😍,1
na toh 😵‍💫💊 😢 💯,1
yaar yaar 😵🚬,1
interview ke liye best re of luck 😢,0
where s the dealer,1
md pills ka rate kya hai,1
stomach thik ho re na,0
got marijuana yaar bag,1
any toh salty 🔥 🤞 toh 👐 coke 💯 powder 🤟,1
🌿💊💨 re 🤔,1
na white powder laana,1
💊💊🚬,1
main re tumhe email kar dunga,0
ecstasy ka jugad hai 😍 🔥,1
let s plan a trip na next month,0
main meeting mein join karunga 🤔,0
crystal crank dealer ka number 😎 😍,1
main tumhe toh kal call karunga,0
diacetylmorphine ka package bhej 💯,1
Bhai kal cricket match khelenge.,0
🚢⛴️🛳️,0
crack na cocaine laa paayega 😂 na 💯 😍,1
yaar kal raat coke chahiye,1
"Police check hoga kal, sab chhupa dena.",1
let second plan a trip na next month,0
kal re raat coke chahiye,1
toh 🍎🍊🍌🍉 💯 😂,0
re let second practice together,0
are you at home re yaar 🤔,0
💯🔥✨🌟,0
cricket dekh rahe ho kya 🏏 🤔,0
hashish kidhar milega,1
🚒🚐🚚🚛,0
toh re 💊💉,1
yaar re 💊🚬🍾,1
pot Ka stock na bhejna,1
i yaar will explain tomorrow 😎,0
🚬💉 yaar 😎 😍,1
please mujhe update karna,0
shopping karne chalo re yaar 🛍️ 🤔,0
Lashkar-e-Taiba s catch up soon 🤔,0
hook me with drugs,1
kal milte hain bye,0
yaar tumhari yaad aa rahi hai ❤️ 😢,0
payment details yaar bhejna 🤔,0
dope ka rate kya hai,1
where s the hashish bro 😂,1
🥃💊 😢,1
yaar toh main snacks le aunga,0
yaar yaar 🌿🚬,1
toh 🦔🐿️🦦,0
where are we meeting today,0
"Congratulations! You have won 5 crore rupees, claim now at http://freeprize.com.",1
laptop yaar lana please,0
good luck with your work toh 🤔,0
looking for cannabis,1
re yaar yaar 🌿🚬💊,1
laptop lana please,0
i need yaar marijuana asap 😍,1
yeh gaana mast toh hai 🎵🔥,0
want some joints rolled,1
get anything strong toh 😍,1
phone charge na karna 😢 💯,0
tumhara call miss ho gaya 😂,0
💉💊💊 😂 😂,1
stomach ready ho toh 😂,0
maal on-line milta hai kya 😍 🔥,1
brown sugar available hai kya,1
toh sodium 🕯️🪔🧯 😍,0
na md pills bhejna fast,1
crack na yaar cocaine laa paayega 😂 💯 😢,1
toh na yaar smack ka delivery kar,1
let s celebrate together,0
re 💉💊💊 😂,1
brown sugar ka jugad hai kya,1
🥌⛳🏹🎯 yaar 😢,0
dealer around station,1
slap ka rate kya hai 😍,1
The package was delivered safely.,0
book padh toh na raha hu 📚,0
bring some hash tomorrow 😍,1
yeh gaana yaar yaar mast hai 🎵🔥 😂,0
sell lsd strips,1
💉🍷 🤔,1
aaj gym gaya tha na 💪🏋️,0
Don t miss the bus 😢,0
"Drugs ka scene set hai, location bhej.",1
kal chai pe milte hain,0
arrange fissure toh pack na 🤔,1
where re s the re hashish bro,1
i will see you astatine school 😂,0
please mujhe update yaar karna 💯,0
don t worry everything will be fine 🤔,0
toh appointment mat bhoolna 🔥,0
good evening sabko,0
good to see you,0
charas kidhar milega,1
bring some re lsd,1
smack packet ready hai kya,1
good night sleep well,0
na sell dope tabs 💯 😎,1
na 🚜🛺🚲🛵,0
🚬😵,1
got toh marijuana bag,1
how Washington your day 🔥 💯,0
Send 💰 now or else 🔫,1
re iodine appreciate your efforts,0
don t forget to smile 🔥,0
🏠🏡🏘️ 🔥,0
bring cannabis yaar oil,1
yatra ke liye shubhkamnayein,0
re good evening sabko,0
crack cocaine laa paayega,1
na 💊💉🚬🍷,1
bro i want some md pills,1
molly ka jugad kar 💯,1
reply karna yaar mat bhoolna,0
💊💉 drugs ready hai,1
find dealer yaar now,1
can you na share the meeting link 😍,0
ghar pahunch ke call karna 🤔 😂,0
hash ka re stock chahiye,1
kya tum ghar par ho 🔥 🔥,0
🦁🐮🐷🐽 😂,0
